Measure,Metric,Risk,Cause,Location,Age,Sex,Year,Value,Upper,Lower
DALYs,Rate,Ambient particulate matter pollution,Ischemic heart disease,Luxembourg,Age-standardized,Both sexes,2019,57.63,81.20,37.84
DALYs,Rate,Household air pollution from solid fuels,Ischemic heart disease,Luxembourg,Age-standardized,Both sexes,2019,0.12,0.38,0.02
DALYs,Rate,Ambient particulate matter pollution,Ischemic heart disease,Norway,All ages,Both sexes,2019,42.81,75.82,15.48
DALYs,Rate,Household air pollution from solid fuels,Ischemic heart disease,Norway,All ages,Both sexes,2019,0.11,0.40,0.01
DALYs,Rate,Ambient particulate matter pollution,Ischemic heart disease,Norway,Age-standardized,Both sexes,2019,25.05,44.14,9.03
DALYs,Rate,Household air pollution from solid fuels,Ischemic heart disease,Norway,Age-standardized,Both sexes,2019,0.06,0.23,0.01
DALYs,Rate,Ambient particulate matter pollution,Ischemic heart disease,Sweden,All ages,Both sexes,2019,44.04,87.89,11.53
DALYs,Rate,Household air pollution from solid fuels,Ischemic heart disease,Sweden,All ages,Both sexes,2019,0.18,0.66,0.02
DALYs,Rate,Ambient particulate matter pollution,Ischemic heart disease,Sweden,Age-standardized,Both sexes,2019,22.54,45.62,5.85
DALYs,Rate,Household air pollution from solid fuels,Ischemic heart disease,Sweden,Age-standardized,Both sexes,2019,0.09,0.33,0.01
DALYs,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",Iceland,All ages,Both sexes,2019,17.40,39.42,3.40
DALYs,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",Iceland,All ages,Both sexes,2019,0.08,0.29,0.01
DALYs,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",Iceland,Age-standardized,Both sexes,2019,11.56,26.17,2.26
DALYs,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",Iceland,Age-standardized,Both sexes,2019,0.05,0.20,0.00
DALYs,Rate,Ambient particulate matter pollution,Stroke,Switzerland,Age-standardized,Both sexes,2019,24.58,33.89,16.37
DALYs,Rate,Household air pollution from solid fuels,Stroke,Switzerland,Age-standardized,Both sexes,2019,0.02,0.08,0.00
DALYs,Rate,Ambient particulate matter pollution,Stroke,Germany,All ages,Both sexes,2019,103.45,134.79,75.55
DALYs,Rate,Household air pollution from solid fuels,Stroke,Germany,All ages,Both sexes,2019,0.12,0.33,0.02
DALYs,Rate,Ambient particulate matter pollution,Stroke,Germany,Age-standardized,Both sexes,2019,49.98,64.44,37.14
DALYs,Rate,Household air pollution from solid fuels,Stroke,Germany,Age-standardized,Both sexes,2019,0.06,0.16,0.01
DALYs,Rate,Ambient particulate matter pollution,Stroke,Republic of Moldova,All ages,Both sexes,2019,361.28,531.87,207.48
DALYs,Rate,Household air pollution from solid fuels,Stroke,Republic of Moldova,All ages,Both sexes,2019,48.57,103.25,17.02
DALYs,Rate,Ambient particulate matter pollution,Stroke,Republic of Moldova,Age-standardized,Both sexes,2019,233.55,343.69,134.81
DALYs,Rate,Household air pollution from solid fuels,Stroke,Republic of Moldova,Age-standardized,Both sexes,2019,31.36,66.80,11.01
DALYs,Rate,Ambient particulate matter pollution,Ischemic heart disease,Malta,All ages,Both sexes,2019,273.50,356.16,197.95
DALYs,Rate,Household air pollution from solid fuels,Ischemic heart disease,Malta,All ages,Both sexes,2019,0.72,1.91,0.18
DALYs,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",Monaco,All ages,Both sexes,2019,254.63,407.23,134.47
DALYs,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",Monaco,All ages,Both sexes,2019,0.23,0.71,0.04
DALYs,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",Monaco,Age-standardized,Both sexes,2019,117.41,188.73,61.09
DALYs,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",Monaco,Age-standardized,Both sexes,2019,0.10,0.33,0.02
DALYs,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",France,All ages,Both sexes,2019,102.09,146.53,65.84
DALYs,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",France,All ages,Both sexes,2019,0.26,0.77,0.06
DALYs,Rate,Ambient particulate matter pollution,Ischemic heart disease,France,All ages,Both sexes,2019,97.53,127.75,70.51
DALYs,Rate,Household air pollution from solid fuels,Ischemic heart disease,France,All ages,Both sexes,2019,0.26,0.77,0.06
DALYs,Rate,Ambient particulate matter pollution,Ischemic heart disease,France,Age-standardized,Both sexes,2019,52.78,68.76,38.13
DALYs,Rate,Household air pollution from solid fuels,Ischemic heart disease,France,Age-standardized,Both sexes,2019,0.14,0.40,0.03
DALYs,Rate,Ambient particulate matter pollution,Ischemic heart disease,Ukraine,Age-standardized,Both sexes,2019,809.59,1182.82,497.95
DALYs,Rate,Household air pollution from solid fuels,Ischemic heart disease,Ukraine,Age-standardized,Both sexes,2019,49.31,121.08,15.01
DALYs,Rate,Ambient particulate matter pollution,Stroke,Austria,Age-standardized,Both sexes,2019,42.34,54.69,31.57
DALYs,Rate,Household air pollution from solid fuels,Stroke,Austria,Age-standardized,Both sexes,2019,0.16,0.46,0.04
DALYs,Rate,Ambient particulate matter pollution,Ischemic heart disease,Andorra,All ages,Both sexes,2019,76.18,120.35,40.35
DALYs,Rate,Household air pollution from solid fuels,Ischemic heart disease,Andorra,All ages,Both sexes,2019,0.17,0.55,0.03
DALYs,Rate,Ambient particulate matter pollution,Ischemic heart disease,Andorra,Age-standardized,Both sexes,2019,45.37,71.68,24.06
DALYs,Rate,Household air pollution from solid fuels,Ischemic heart disease,Andorra,Age-standardized,Both sexes,2019,0.10,0.33,0.02
DALYs,Rate,Ambient particulate matter pollution,Stroke,Greece,All ages,Both sexes,2019,237.40,299.48,178.49
DALYs,Rate,Household air pollution from solid fuels,Stroke,Greece,All ages,Both sexes,2019,1.76,4.51,0.48
DALYs,Rate,Ambient particulate matter pollution,Stroke,Greece,Age-standardized,Both sexes,2019,105.61,132.12,80.64
DALYs,Rate,Household air pollution from solid fuels,Stroke,Greece,Age-standardized,Both sexes,2019,0.77,1.99,0.21
DALYs,Rate,Ambient particulate matter pollution,Ischemic heart disease,Ukraine,All ages,Both sexes,2019,1347.98,1972.35,828.89
DALYs,Rate,Household air pollution from solid fuels,Ischemic heart disease,Ukraine,All ages,Both sexes,2019,82.85,201.17,25.20
DALYs,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",Andorra,All ages,Both sexes,2019,71.41,119.99,34.53
DALYs,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",Andorra,All ages,Both sexes,2019,0.15,0.47,0.02
DALYs,Rate,Ambient particulate matter pollution,Ischemic heart disease,Belgium,All ages,Both sexes,2019,156.99,199.02,116.67
DALYs,Rate,Household air pollution from solid fuels,Ischemic heart disease,Belgium,All ages,Both sexes,2019,0.25,0.77,0.05
DALYs,Rate,Ambient particulate matter pollution,Ischemic heart disease,Switzerland,All ages,Both sexes,2019,97.24,132.80,63.76
DALYs,Rate,Household air pollution from solid fuels,Ischemic heart disease,Switzerland,All ages,Both sexes,2019,0.09,0.28,0.01
DALYs,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",Belarus,All ages,Both sexes,2019,110.09,163.83,67.87
DALYs,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",Belarus,All ages,Both sexes,2019,1.06,2.79,0.29
DALYs,Rate,Ambient particulate matter pollution,Ischemic heart disease,Croatia,All ages,Both sexes,2019,548.93,719.70,403.33
DALYs,Rate,Household air pollution from solid fuels,Ischemic heart disease,Croatia,All ages,Both sexes,2019,29.15,77.16,7.92
DALYs,Rate,Ambient particulate matter pollution,Ischemic heart disease,Lithuania,All ages,Both sexes,2019,486.10,699.76,315.92
DALYs,Rate,Household air pollution from solid fuels,Ischemic heart disease,Lithuania,All ages,Both sexes,2019,22.58,64.63,4.60
DALYs,Rate,Ambient particulate matter pollution,Ischemic heart disease,Lithuania,Age-standardized,Both sexes,2019,249.57,359.30,161.61
DALYs,Rate,Household air pollution from solid fuels,Ischemic heart disease,Lithuania,Age-standardized,Both sexes,2019,11.32,32.63,2.31
DALYs,Rate,Ambient particulate matter pollution,Ischemic heart disease,Spain,Age-standardized,Both sexes,2019,51.07,70.32,34.14
DALYs,Rate,Household air pollution from solid fuels,Ischemic heart disease,Spain,Age-standardized,Both sexes,2019,0.96,2.48,0.25
DALYs,Rate,Ambient particulate matter pollution,Stroke,Slovenia,All ages,Both sexes,2019,191.94,254.74,141.13
DALYs,Rate,Household air pollution from solid fuels,Stroke,Slovenia,All ages,Both sexes,2019,14.71,40.44,3.50
DALYs,Rate,Ambient particulate matter pollution,Ischemic heart disease,Spain,All ages,Both sexes,2019,96.63,133.25,64.42
DALYs,Rate,Household air pollution from solid fuels,Ischemic heart disease,Spain,All ages,Both sexes,2019,1.85,4.77,0.48
DALYs,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",Serbia,Age-standardized,Both sexes,2019,194.38,274.45,129.91
DALYs,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",Serbia,Age-standardized,Both sexes,2019,32.89,76.63,9.84
DALYs,Rate,Ambient particulate matter pollution,Ischemic heart disease,Poland,All ages,Both sexes,2019,576.65,722.36,453.87
DALYs,Rate,Household air pollution from solid fuels,Ischemic heart disease,Poland,All ages,Both sexes,2019,55.34,131.87,15.94
DALYs,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",Serbia,All ages,Both sexes,2019,332.14,466.82,222.01
DALYs,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",Serbia,All ages,Both sexes,2019,56.08,131.10,16.78
DALYs,Rate,Ambient particulate matter pollution,Ischemic heart disease,Albania,All ages,Both sexes,2019,448.56,624.80,304.60
DALYs,Rate,Household air pollution from solid fuels,Ischemic heart disease,Albania,All ages,Both sexes,2019,204.60,393.33,82.42
DALYs,Rate,Ambient particulate matter pollution,Ischemic heart disease,Albania,Age-standardized,Both sexes,2019,299.30,415.36,204.57
DALYs,Rate,Household air pollution from solid fuels,Ischemic heart disease,Albania,Age-standardized,Both sexes,2019,135.93,259.77,54.40
DALYs,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",Netherlands,All ages,Both sexes,2019,128.11,183.96,84.35
DALYs,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",Netherlands,All ages,Both sexes,2019,0.15,0.47,0.03
DALYs,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",Netherlands,Age-standardized,Both sexes,2019,68.28,97.76,44.79
DALYs,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",Netherlands,Age-standardized,Both sexes,2019,0.08,0.25,0.02
DALYs,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",Denmark,All ages,Both sexes,2019,91.07,141.01,51.49
DALYs,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",Denmark,All ages,Both sexes,2019,0.14,0.47,0.03
DALYs,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",Italy,All ages,Both sexes,2019,130.40,176.52,92.42
DALYs,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",Italy,All ages,Both sexes,2019,0.55,1.48,0.14
DALYs,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",Italy,Age-standardized,Both sexes,2019,61.78,83.57,43.77
DALYs,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",Italy,Age-standardized,Both sexes,2019,0.26,0.71,0.07
DALYs,Rate,Ambient particulate matter pollution,Ischemic heart disease,Denmark,All ages,Both sexes,2019,100.70,143.30,61.66
DALYs,Rate,Household air pollution from solid fuels,Ischemic heart disease,Denmark,All ages,Both sexes,2019,0.15,0.50,0.03
DALYs,Rate,Ambient particulate matter pollution,Ischemic heart disease,Denmark,Age-standardized,Both sexes,2019,53.63,76.59,32.98
DALYs,Rate,Household air pollution from solid fuels,Ischemic heart disease,Denmark,Age-standardized,Both sexes,2019,0.08,0.27,0.02
DALYs,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",Belgium,All ages,Both sexes,2019,124.95,176.18,83.87
DALYs,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",Belgium,All ages,Both sexes,2019,0.19,0.58,0.04
DALYs,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",Belgium,Age-standardized,Both sexes,2019,69.86,98.36,46.96
DALYs,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",Belgium,Age-standardized,Both sexes,2019,0.11,0.33,0.02
DALYs,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",San Marino,All ages,Both sexes,2019,78.84,156.49,29.02
DALYs,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",San Marino,All ages,Both sexes,2019,0.21,0.74,0.03
DALYs,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",Andorra,Age-standardized,Both sexes,2019,42.75,71.97,20.60
DALYs,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",Andorra,Age-standardized,Both sexes,2019,0.09,0.28,0.01
DALYs,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",Austria,All ages,Both sexes,2019,84.62,120.93,56.26
DALYs,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",Austria,All ages,Both sexes,2019,0.30,0.86,0.07
DALYs,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",Austria,Age-standardized,Both sexes,2019,47.25,67.87,31.58
DALYs,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",Austria,Age-standardized,Both sexes,2019,0.17,0.49,0.04
DALYs,Rate,Ambient particulate matter pollution,Ischemic heart disease,Russian Federation,All ages,Both sexes,2019,565.69,826.69,321.59
DALYs,Rate,Household air pollution from solid fuels,Ischemic heart disease,Russian Federation,All ages,Both sexes,2019,17.92,48.34,4.36
DALYs,Rate,Ambient particulate matter pollution,Ischemic heart disease,Russian Federation,Age-standardized,Both sexes,2019,366.82,531.85,209.00
DALYs,Rate,Household air pollution from solid fuels,Ischemic heart disease,Russian Federation,Age-standardized,Both sexes,2019,11.54,30.91,2.83
DALYs,Rate,Ambient particulate matter pollution,Stroke,Czechia,Age-standardized,Both sexes,2019,122.58,154.29,95.72
DALYs,Rate,Household air pollution from solid fuels,Stroke,Czechia,Age-standardized,Both sexes,2019,1.59,4.17,0.40
DALYs,Rate,Ambient particulate matter pollution,Stroke,Norway,All ages,Both sexes,2019,27.43,48.40,10.50
DALYs,Rate,Household air pollution from solid fuels,Stroke,Norway,All ages,Both sexes,2019,0.07,0.27,0.01
DALYs,Rate,Ambient particulate matter pollution,Stroke,Norway,Age-standardized,Both sexes,2019,16.20,28.78,6.24
DALYs,Rate,Household air pollution from solid fuels,Stroke,Norway,Age-standardized,Both sexes,2019,0.04,0.16,0.01
DALYs,Rate,Ambient particulate matter pollution,Ischemic heart disease,Republic of Moldova,All ages,Both sexes,2019,672.35,994.88,389.25
DALYs,Rate,Household air pollution from solid fuels,Ischemic heart disease,Republic of Moldova,All ages,Both sexes,2019,87.77,186.96,32.06
DALYs,Rate,Ambient particulate matter pollution,Ischemic heart disease,Belgium,Age-standardized,Both sexes,2019,84.38,107.34,63.06
DALYs,Rate,Household air pollution from solid fuels,Ischemic heart disease,Belgium,Age-standardized,Both sexes,2019,0.13,0.41,0.03
DALYs,Rate,Ambient particulate matter pollution,Ischemic heart disease,Switzerland,Age-standardized,Both sexes,2019,50.26,68.42,33.09
DALYs,Rate,Household air pollution from solid fuels,Ischemic heart disease,Switzerland,Age-standardized,Both sexes,2019,0.05,0.14,0.01
DALYs,Rate,Ambient particulate matter pollution,Stroke,Luxembourg,All ages,Both sexes,2019,55.64,76.85,36.64
DALYs,Rate,Household air pollution from solid fuels,Stroke,Luxembourg,All ages,Both sexes,2019,0.13,0.39,0.03
DALYs,Rate,Ambient particulate matter pollution,Stroke,Luxembourg,Age-standardized,Both sexes,2019,35.42,49.14,23.52
DALYs,Rate,Household air pollution from solid fuels,Stroke,Luxembourg,Age-standardized,Both sexes,2019,0.08,0.25,0.02
DALYs,Rate,Ambient particulate matter pollution,Ischemic heart disease,Bosnia and Herzegovina,All ages,Both sexes,2019,760.72,988.16,565.05
DALYs,Rate,Household air pollution from solid fuels,Ischemic heart disease,Bosnia and Herzegovina,All ages,Both sexes,2019,231.93,466.53,89.77
DALYs,Rate,Ambient particulate matter pollution,Ischemic heart disease,Bosnia and Herzegovina,Age-standardized,Both sexes,2019,439.65,569.58,327.60
DALYs,Rate,Household air pollution from solid fuels,Ischemic heart disease,Bosnia and Herzegovina,Age-standardized,Both sexes,2019,133.67,269.97,51.15
DALYs,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",Slovenia,All ages,Both sexes,2019,161.86,236.75,104.14
DALYs,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",Slovenia,All ages,Both sexes,2019,11.32,30.58,2.50
DALYs,Rate,Ambient particulate matter pollution,"Tracheal, bronchus, and lung cancer",Slovenia,Age-standardized,Both sexes,2019,85.52,125.64,55.00
DALYs,Rate,Household air pollution from solid fuels,"Tracheal, bronchus, and lung cancer",Slovenia,Age-standardized,Both sexes,2019,5.98,16.16,1.32
DALYs,Rate,Ambient particulate matter pollution,Ischemic heart disease,Estonia,All ages,Both sexes,2019,120.15,214.38,43.01
DALYs,Rate,Household air pollution from solid fuels,Ischemic heart disease,Estonia,All ages,Both sexes,2019,29.10,93.95,3.75
